experiment_id,max_train_metric,max_val_metric,max_test_metric,tensorboard_dir,timestamp,clip_gradient_norm,is_data_dict,config_batch_size,config_bidirectional,config_ckpt,config_crepe,config_experiment_name,config_f0_threshold,config_frame_resolution,config_gpu,config_gru_units,config_loss,config_lr,config_lr_decay,config_lr_min,config_lr_scheduler,config_max_voices,config_metric,config_mlp_layers,config_mlp_units,config_n_fft,config_n_freq,config_n_harmonics,config_n_mels,config_n_mfcc,config_num_step,config_num_workers,config_optimizer,config_resume,config_sample_rate,config_seed,config_tensorboard_dir,config_test,config_train,config_use_reverb,config_use_z,config_valid_waveform_sec,config_validation_interval,config_waveform_sec,config_z_units,step,val_loss,val_metric,train_metric,train_loss
120123,-7.676526558876038,-10.00950050354004,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,2000,10.00950050354004,-10.00950050354004,-7.676526558876038,7.676526558876038
120123,-7.226431853294373,-9.862173080444336,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,3000,9.862173080444336,-9.862173080444336,-7.226431853294373,7.226431853294373
120123,-6.983549186229705,-9.015538215637209,-100000000.0,../tensorboard_log/,20230420_182628,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,4000,9.015538215637209,-9.015538215637209,-6.983549186229705,6.983549186229705
120123,-10.26050059080124,-10.121109008789062,-100000000.0,../tensorboard_log/,20230420_194359,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,10.121109008789062,-10.121109008789062,-10.26050059080124,10.26050059080124
120123,-13.185605044841768,-11.234261512756348,-100000000.0,../tensorboard_log/,20230420_195910,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,3,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,2,16,1000,11.234261512756348,-11.234261512756348,-13.185605044841768,13.185605044841768
120123,-13.540163735866546,-11.22504425048828,-100000000.0,../tensorboard_log/,20230420_201809,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,11.22504425048828,-11.22504425048828,-13.540163735866546,13.540163735866546
120123,-21.42798659324646,-18.642582575480144,-100000000.0,../tensorboard_log/,20230421_182256,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,18.642582575480144,-18.642582575480144,-21.42798659324646,21.42798659324646
120123,-18.611854988098145,-17.377213795979817,-100000000.0,../tensorboard_log/,20230421_182256,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,17.377213795979817,-17.377213795979817,-18.611854988098145,18.611854988098145
120123,-50.90787975692749,-76.42906697591145,-100000000.0,../tensorboard_log/,20230428_165036,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,1000,76.42906697591145,-76.42906697591145,-50.90787975692749,50.90787975692749
120123,-38.44771137428284,-61.77290852864584,-100000000.0,../tensorboard_log/,20230428_165036,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,2000,61.77290852864584,-61.77290852864584,-38.44771137428284,38.44771137428284
120123,-34.41989986038208,-53.90076700846354,-100000000.0,../tensorboard_log/,20230428_165036,False,True,64,False,../../ckpt/guitar/120123.pth,full,DDSP_guitar,0.5,0.004,0,512,mss,0.001,0.98,1e-07,multi,10,mss,3,512,2048,65,101,128,30,100000,4,radam,False,16000,940513,../tensorboard_log/,../data/guitar/test/,../data/guitar/train/,True,False,4,1000,1,16,3000,53.90076700846354,-53.90076700846354,-34.41989986038208,34.41989986038208
